PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Toth, Eva Charlotte; Tegner, Jette; Lauridsen, Sigurd; Kappel, Nanna								A cross-sectional national survey assessing self-reported drug intake behavior, contact with the primary sector and drug treatment among service users of Danish drug consumption rooms								HARM REDUCTION JOURNAL				13						27	10.1186/s12954-016-0115-0			OCT 7 2016	2016										3							WOS:000385315400002		
J	Park, Sungjin; Lee, Jinhyuk; Kim, Yon Hui; Park, Jaheun; Shin, Jung-Woog; Nam, Seungyoon								Clinical Relevance and Molecular Phenotypes in Gastric Cancer, of TP53 Mutations and Gene Expressions, in Combination With Other Gene Mutations								SCIENTIFIC REPORTS				6						34822	10.1038/srep34822			OCT 6 2016	2016										3							WOS:000384767000001		
J	Astrom, Daniel Oudin; Edvinsson, Soren; Hondula, Daniel; Rocklov, Joacim; Schumann, Barbara								On the association between weather variability and total and cause-specific mortality before and during industrialization in Sweden								DEMOGRAPHIC RESEARCH				35				991	1009					OCT 5 2016	2016										3							WOS:000384716400001		
J	Bharti, Nita; Djibo, Ali; Tatem, Andrew J.; Grenfell, Bryan T.; Ferrari, Matthew J.								Measuring populations to improve vaccination coverage								SCIENTIFIC REPORTS				6						34541	10.1038/srep34541			OCT 5 2016	2016										3							WOS:000384662400001		
J	Roelfsema, Chris; Thurstan, Ruth; Beger, Maria; Dudgeon, Christine; Loder, Jennifer; Kovacs, Eva; Gallo, Michele; Flower, Jason; Cabrera, K-le Gomez; Ortiz, Juan; Lea, Alexandra; Kleine, Diana								A Citizen Science Approach: A Detailed Ecological Assessment of Subtropical Reefs at Point Lookout, Australia								PLOS ONE				11	10					e0163407	10.1371/journal.pone.0163407			OCT 5 2016	2016										3							WOS:000385697200043		
J	Chen, Yuan Y.; Liang, Nuan Y.; Curtis, Jonathan M.; Ganzle, Michael G.								Characterization of Linoleate 10-Hydratase of Lactobacillus plantarum and Novel Antifungal Metabolites								FRONTIERS IN MICROBIOLOGY				7						1561	10.3389/fmicb.2016.01561			OCT 4 2016	2016										3							WOS:000388514500001		
J	Cooney, Gus; Gilbert, Daniel T.; Wilson, Timothy D.								When fairness matters less than we expect								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				113	40			11168	11171		10.1073/pnas.1606574113			OCT 4 2016	2016										3							WOS:000384528900050		
J	Luck, Katrin; Jirschitzka, Jan; Irmisch, Sandra; Huber, Meret; Gershenzon, Jonathan; Koellner, Tobias G.								CYP79D enzymes contribute to jasmonic acid-induced formation of aldoximes and other nitrogenous volatiles in two Erythroxylum species								BMC PLANT BIOLOGY				16						215	10.1186/s12870-016-0910-5			OCT 4 2016	2016										3							WOS:000384837800003		
J	Ozpolat, B. Duygu; Sloane, Emily S.; Zattara, Eduardo E.; Bely, Alexandra E.								Plasticity and regeneration of gonads in the annelid Pristina leidyi								EVODEVO				7						22	10.1186/s13227-016-0059-1			OCT 4 2016	2016										3							WOS:000385683200001		
J	Simonin, Marie; Martins, Jean M. F.; Uzu, Gaelle; Vince, Erwann; Richaume, Agnes								Combined Study of Titanium Dioxide Nanoparticle Transport and Toxicity on Microbial Nitrifying Communities under Single and Repeated Exposures in Soil Columns								ENVIRONMENTAL SCIENCE & TECHNOLOGY				50	19			10693	10699		10.1021/acs.est.6b02415			OCT 4 2016	2016										3							WOS:000384841900045		
J	Wang, Ying; Zhou, Qing-Song; Qiao, Hui-Jie; Zhang, Ai-Bing; Yu, Fang; Wang, Xu-Bo; Zhu, Chao-Dong; Zhang, Yan-Zhou								Formal nomenclature and description of cryptic species of the Encyrtus sasakii complex (Hymenoptera: Encyrtidae)								SCIENTIFIC REPORTS				6						34372	10.1038/srep34372			OCT 4 2016	2016										3							WOS:000384602400001		
J	Jamangape O, Jose A.; Velazquez-Velazquez, Ernesto; Martinez-Ramirez, Emilio; Anzueto-Calvo, Manuel J.; Gomez, Eyda L.; Dominguez-Cisneros, Sara E.; Mcmahan, Caleb D.; Matamoros, Wilfredo A.								Validity and Redescription of Profundulus balsanus Ahl, 1935 (Cyprinodontiformes: Profundulidae)								ZOOTAXA				4173	1			55	65		10.11646/zootaxa.4173.1.5			OCT 3 2016	2016										3							WOS:000384285200005		
J	Pickle, Nathaniel T.; Grabowski, Alena M.; Auyang, Arick G.; Silverman, Anne K.								The functional roles of muscles during sloped walking								JOURNAL OF BIOMECHANICS				49	14			3244	3251		10.1016/j.jbiomech.2016.08.004			OCT 3 2016	2016										3							WOS:000386984400015		
J	Zmihorski, Michal; Berg, Ake; Part, Tomas								Forest clear-cuts as additional habitat for breeding farmland birds in crisis								AGRICULTURE ECOSYSTEMS & ENVIRONMENT				233				291	297		10.1016/j.agee.2016.09.023			OCT 3 2016	2016										3							WOS:000389088400031		
J	Algarte, Vanessa Majewski; Dunck, Barbara; Leandrini, Josimeire Aparecida; Rodrigues, Liliana								Periphytic diatom ecological guilds in floodplain: Ten years after dam								ECOLOGICAL INDICATORS				69				407	414		10.1016/j.ecolind.2016.04.049			OCT 2016	2016										3							WOS:000388785100041		
J	Allen, Jessica L.; Lendemer, James C.								Quantifying the impacts of sea-level rise on coastal biodiversity: A case study on lichens in the mid-Atlantic Coast of eastern North America								BIOLOGICAL CONSERVATION				202				119	126		10.1016/j.biocon.2016.08.031			OCT 2016	2016										3							WOS:000386318400013		
J	Amsellem, Sherlley; Ohla, Kathrin								Perceived Odor-Taste Congruence Influences Intensity and Pleasantness Differently								CHEMICAL SENSES				41	8			30	37		10.1093/chemse/bjw078			OCT 2016	2016										3							WOS:000384406500004		
J	Anjum, Farida; Wright, Denis								Relative toxicity of insecticides to the crucifer pests Plutella xylostella and Myzus persicae and their natural enemies								CROP PROTECTION				88				131	136		10.1016/j.cropro.2016.06.002			OCT 2016	2016										3							WOS:000382350900017		
J	Ashbrook, Kate; Taylor, Andrew; Jane, Louise; Carter, Ian; Szekely, Tamas								Impacts of survival and reproductive success on the long-term population viability of reintroduced great bustards Otis tarda in the UK								ORYX				50	4			583	592		10.1017/S0030605315000368			OCT 2016	2016										3							WOS:000383607200008		
