PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Berger, Brandon A.; Bartlett, Allison H.; Jimenez-Hernandez, Ricardo; Trinidad Vazquez, Esmelin; Galindo-Sevilla, Norma								Physician Knowledge, Attitudes, and Practices Related to Chagas Disease in Tabasco, Mexico								AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE				98	6			1743	1747		10.4269/ajtmh.17-0495			2018	2018										0							WOS:000437095000034		
J	Mattos, Thalita do Bem; Garay, Aldo M.; Lachos, Victor H.								Likelihood-based inference for censored linear regression models with scale mixtures of skew-normal distributions								JOURNAL OF APPLIED STATISTICS				45	11			2039	2066		10.1080/02664763.2017.1408788			2018	2018										0							WOS:000436973300008		
J	Coelho-Barros, Emilio A.; Mazucheli, Josmar; Achcar, Jorge A.; Parede Barco, Kelly Vanessa; Tovar Cuevas, Jose Rafael								The inverse power Lindley distribution in the presence of left-censored data								JOURNAL OF APPLIED STATISTICS				45	11			2081	2094		10.1080/02664763.2017.1410525			2018	2018										0							WOS:000436973300010		
J	Dore, Rebecca A.; Hassinger-Das, Brenna; Brezack, Natalie; Valladares, Tara L.; Paller, Alexis; Vu, Lien; Golinkoff, Roberta Michnick; Hirsh-Pasek, Kathy								The parent advantage in fostering children's e-book comprehension								EARLY CHILDHOOD RESEARCH QUARTERLY				44				24	33		10.1016/j.ecresq.2018.02.002			2018	2018										0							WOS:000437052100003		
J	Hee, Puanani J.; Xu, Yiyuan; Krieg, Alexander								Validation of the Head-Toes-Knees-Shoulders task in Native Hawaiian and non-Hawaiian children								EARLY CHILDHOOD RESEARCH QUARTERLY				44				192	205		10.1016/j.ecresq.2017.12.007			2018	2018										0							WOS:000437052100018		
J	Tutnjevic, Slavica; Lakic, Sinisa								Language-mediated object categorization: A longitudinal study with 16-to 20-month-old Serbian-speaking children								EUROPEAN JOURNAL OF DEVELOPMENTAL PSYCHOLOGY				15	5			608	622		10.1080/17405629.2017.1325733			2018	2018										0							WOS:000436963200009		
J	Millan-Roures, Laura; Epifanio, Irene; Martinez, Vicente								Detection of Anomalies in Water Networks by Functional Data Analysis								MATHEMATICAL PROBLEMS IN ENGINEERING										5129735	10.1155/2018/5129735			2018	2018										0							WOS:000437081900001		
J	Beauchamp, Maxime								On numerical computation for the distribution of the convolution of N independent rectified Gaussian variables								JOURNAL OF THE SFDS				159	1			88	111					2018	2018										0							WOS:000436963400004		
J	Schobernd, Christina M.; McManus, M. Collor; Lyczkowski-Shultz, Joanne; Bacheler, Nathan M.; Drass, Denice M.								Extrusion of fish larvae from SEAMAP plankton sampling nets: a comparison between 0.333-mm and 0.202-mm mesh nets								FISHERY BULLETIN				116	3-4			240	253		10.7755/FB.116.3.3			2018	2018										0							WOS:000436469800003		
J	Campos, Leila F. A. S.; Teixeira, Bruno P.; Efe, Marcia A.								The importance of isolated patches for maintaining local bird biodiversity and ecosystem function: a case study from the Pernambuco Center of Endemism, Northeast Brazil								IHERINGIA SERIE ZOOLOGIA				108						e2018021	10.1590/1678-4766e2018021			2018	2018										0							WOS:000436630700001		
J	Estevan, Cassiano; Hepp, Luiz U.; Decian, Vanderlei S.; Fornel, Rodrigo								Does the landscape surrounding streams affect the occurrence of freshwater crabs? A case study of the genus Aegla (Crustacea: Decapoda: Anomura) in subtropical basins								IHERINGIA SERIE ZOOLOGIA				108						e2018024	10.1590/1678-4766e2018024			2018	2018										0							WOS:000436631500001		
J	Gurevich, Gregory; Vexler, Albert								A density based empirical likelihood approach for testing bivariate normality								JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION				88	13			2540	2560		10.1080/00949655.2018.1476516			2018	2018										0							WOS:000436450800006		
J	Callister, Kate E.; Florentine, Singarayer K.; Westbrooke, Martin E.								An investigation of the soil seedbank and seed germination of perennial species in Belah (Casuarina pauper) woodlands in north-west Victoria								AUSTRALIAN JOURNAL OF BOTANY				66	3			202	212		10.1071/BT17160			2018	2018										0							WOS:000436404800002		
J	Wolkis, Dustin; Baskin, Carol C.; Baskin, Jerry M.								Dormancy-breaking and germination requirements of seeds of the Hawaiian endemic Dianella sandwicensis (Xanthorrhoeaceae)								AUSTRALIAN JOURNAL OF BOTANY				66	3			213	217		10.1071/BT17214			2018	2018										0							WOS:000436404800003		
J	Thusithana, Vidushi; Bellairs, Sean M.; Bach, Christine S.								Seed germination of coastal monsoon vine forest species in the Northern Territory, Australia, and contrasts with evergreen rainforest								AUSTRALIAN JOURNAL OF BOTANY				66	3			218	229		10.1071/BT17243			2018	2018										0							WOS:000436404800004		
J	Dastogeer, Khondoker M. G.; Li, Hua; Sivasithamparam, Krishnapillai; Jones, Michael G. K.; Wylie, Stephen J.								Differential responses of accessions of native Australian Nicotiana species to water stress								AUSTRALIAN JOURNAL OF BOTANY				66	3			265	277		10.1071/BT17148			2018	2018										0							WOS:000436404800008		
J	Wright, Boyd R.; Clarke, Peter J.								Germination biologies and seedbank dynamics of Acacia shrubs in the Western Desert: implications for fire season impacts on recruitment								AUSTRALIAN JOURNAL OF BOTANY				66	3			278	285		10.1071/BT18003			2018	2018										0							WOS:000436404800009		
